date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:43:07	0/0	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Dec%202024%2015:42:58%20GMT	http://fcefa.uto.edu.bo:8080/funciones.js	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/funciones.8.delayed	(from http://fcefa.uto.edu.bo:8080/estudiante/verEncabezado.cetic)
11:43:08	1186/1186	---M--	200	added ('OK')	image/png	etag:W/%221186-1707780738000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/pie/spring_80x15.png	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/pie/spring_80x15.png	(from http://fcefa.uto.edu.bo:8080/estudiante/verPie.cetic)
11:43:08	10787/10787	---M--	200	added ('OK')	image/jpeg	etag:W/%2210787-1707776460000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/encabezado/fcefaadm.jpg	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/encabezado/fcefaadm.jpg	(from http://fcefa.uto.edu.bo:8080/estudiante/verEncabezado.cetic)
11:43:08	1848/1848	---M--	200	added ('OK')	image/gif	etag:W/%221848-1707780738000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/pie/tomcat-power.gif	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/pie/tomcat-power.gif	(from http://fcefa.uto.edu.bo:8080/estudiante/verPie.cetic)
11:43:08	860/860	---M--	200	added ('OK')	image/png	etag:W/%22860-1707780738000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/pie/poweredby_postgresql2.png	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/pie/poweredby_postgresql2.png	(from http://fcefa.uto.edu.bo:8080/estudiante/verPie.cetic)
11:43:09	633/633	---M--	200	added ('OK')	image/gif	etag:W/%22633-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/encabezado/cerrar.gif	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/encabezado/cerrar.gif	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:09	632/632	---M--	200	added ('OK')	image/gif	etag:W/%22632-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/encabezado/cerrar2.gif	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/encabezado/cerrar2.gif	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:09	463/463	---M--	200	added ('OK')	image/gif	etag:W/%22463-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/menu/botonFondo1.gif	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/menu/botonFondo1.gif	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:09	1541/1541	---M--	200	added ('OK')	image/gif	etag:W/%221541-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/menu/botonFondo2.gif	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/menu/botonFondo2.gif	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:10	355/355	---M--	200	added ('OK')	image/gif	etag:W/%22355-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/dibRap/nuevo.gif	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/dibRap/nuevo.gif	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:10	590/590	---M--	200	added ('OK')	image/gif	etag:W/%22590-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/dibRap/modificar.gif	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/dibRap/modificar.gif	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:10	406/406	---M--	200	added ('OK')	image/gif	etag:W/%22406-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/dibRap/eliminar.gif	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/dibRap/eliminar.gif	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:10	1126/1126	---M--	200	added ('OK')	image/gif	etag:W/%221126-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/dibRap/volver.gif	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/dibRap/volver.gif	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:11	597/597	---M--	200	added ('OK')	image/png	etag:W/%22597-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/dibRap/siguiente.png	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/dibRap/siguiente.png	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:11	555/555	---M--	200	added ('OK')	image/png	etag:W/%22555-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/dibRap/aceptar.png	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/dibRap/aceptar.png	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:11	837/837	---M--	200	added ('OK')	image/png	etag:W/%22837-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/dibRap/cancelar.png	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/dibRap/cancelar.png	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:11	459/459	---M--	200	added ('OK')	image/png	etag:W/%22459-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/dibRap/embudo.png	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/dibRap/embudo.png	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:12	2550/2550	---M--	200	added ('OK')	image/x-icon	etag:W/%222550-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/botones/buscar.ico	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/botones/buscar.ico	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:12	785/785	---M--	200	added ('OK')	image/png	etag:W/%22785-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/botones/adjuntar.png	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/botones/adjuntar.png	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:12	149/149	---M--	200	added ('OK')	image/gif	etag:W/%22149-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/botones/descargar.gif	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/botones/descargar.gif	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:13	2550/2550	---M--	200	added ('OK')	image/x-icon	etag:W/%222550-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/botones/atras.ico	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/botones/atras.ico	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:13	2550/2550	---M--	200	added ('OK')	image/x-icon	etag:W/%222550-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/botones/adelante.ico	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/botones/adelante.ico	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:13	2550/2550	---M--	200	added ('OK')	image/x-icon	etag:W/%222550-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/botones/arriba.ico	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/botones/arriba.ico	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:13	2550/2550	---M--	200	added ('OK')	image/x-icon	etag:W/%222550-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/botones/abajo.ico	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/botones/abajo.ico	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
11:43:13	298/298	---M--	200	added ('OK')	image/gif	etag:W/%22298-1707780736000%22	http://fcefa.uto.edu.bo:8080/estudiante/imagenes/dibRap/nota.gif	E:/Melodyofi/melody%203/fcefa.uto.edu.bo_8080/estudiante/imagenes/dibRap/nota.gif	(from http://fcefa.uto.edu.bo:8080/estudiante/pagina.css)
